Time,Duty_cycle,Velocity_current,Acceleration_current,Brake_enabled,Motor1_ADC_Voltage_mV,Load_ADC_Voltage_mV
0.350,-0.00,-0.07,-0.02,0,17,17
0.377,0.00,-0.02,-0.00,0,17,17
0.401,0.00,-0.03,-0.00,0,17,17
0.425,0.00,-0.02,-0.00,0,17,17
0.449,0.00,0.02,0.01,0,17,17
0.473,0.00,-0.06,-0.01,0,17,17
0.497,0.00,-0.01,0.00,0,17,17
0.521,0.00,-0.01,0.00,0,17,17
0.545,0.00,0.03,0.01,0,17,17
0.569,0.00,-0.00,0.00,0,17,17
0.593,0.00,-0.04,-0.01,0,17,17
0.617,0.00,-0.04,-0.01,0,17,17
0.641,0.00,-0.04,-0.01,0,17,17
0.665,0.00,-0.00,0.00,0,17,17
0.689,0.00,-0.00,0.00,0,17,17
0.713,0.00,-0.01,-0.00,0,17,17
0.737,0.00,-0.01,-0.00,0,17,17
0.761,0.00,0.04,0.01,0,17,17
0.785,0.00,-0.04,-0.01,0,17,17
0.809,0.00,0.04,0.01,0,17,17
0.833,0.00,0.03,0.01,0,17,17
0.857,0.00,0.05,0.02,0,17,17
0.881,0.00,-0.04,-0.01,0,17,17
0.905,0.00,-0.01,-0.00,0,17,17
0.929,0.00,-0.01,-0.00,0,17,17
0.953,0.00,0.03,0.01,0,17,17
0.977,0.00,-0.00,-0.00,0,17,17
1.001,0.00,-0.01,-0.01,0,17,17
1.025,0.00,-0.05,-0.01,0,17,17
1.049,0.00,-0.01,-0.00,0,17,17
1.073,0.00,0.04,0.01,0,17,17
1.097,0.00,-0.01,-0.01,0,17,17
1.121,0.00,0.03,0.01,0,17,17
1.145,0.00,0.03,0.01,0,17,17
1.169,0.00,0.00,0.00,0,17,17
1.193,0.00,0.03,0.01,0,17,17
1.217,0.00,-0.01,-0.00,0,17,17
1.241,0.00,-0.01,-0.01,0,18,17
1.265,0.00,-0.05,-0.01,0,17,17
1.289,0.00,-0.05,-0.01,0,17,17
1.313,0.00,-0.01,-0.00,0,17,17
1.337,0.00,-0.04,-0.01,0,17,17
1.361,0.00,-0.05,-0.01,0,17,17
1.385,0.00,-0.00,0.00,0,17,17
1.409,0.00,0.01,0.01,0,17,17
1.433,0.00,0.00,0.00,0,17,17
1.457,0.00,0.01,0.00,0,18,17
1.481,0.00,0.05,0.01,0,17,17
1.505,0.00,0.00,0.00,0,17,17
1.529,0.00,0.00,0.00,0,17,17
1.553,0.00,0.00,0.00,0,17,17
1.577,0.00,0.04,0.01,0,17,17
1.601,0.00,-0.01,-0.01,0,17,17
1.625,0.00,-0.00,-0.00,0,17,17
1.649,0.00,-0.01,-0.01,0,17,17
1.673,0.00,-0.05,-0.02,0,17,17
1.697,0.00,-0.01,-0.01,0,17,17
1.721,0.00,-0.02,-0.01,0,17,17
1.745,0.00,0.03,0.01,0,17,17
1.769,0.00,-0.00,0.00,0,17,17
1.793,0.00,-0.00,0.00,0,17,17
1.817,0.00,-0.00,0.00,0,18,17
1.841,0.00,-0.01,-0.00,0,17,17
1.865,0.00,0.03,0.01,0,17,17
1.889,0.00,-0.01,-0.01,0,18,17
1.913,0.00,-0.01,-0.00,0,17,17
1.937,0.00,-0.00,0.00,0,17,17
1.961,0.00,-0.00,0.00,0,17,17
1.985,0.00,-0.01,-0.00,0,17,17
2.009,0.00,0.03,0.01,0,17,17
2.033,0.00,-0.01,-0.00,0,17,17
2.057,0.00,-0.05,-0.01,0,17,17
2.081,0.00,0.00,0.00,0,17,17
2.105,0.00,0.01,0.01,0,17,17
2.129,0.00,0.01,0.01,0,17,17
2.153,0.00,0.01,0.00,0,17,17
2.177,0.00,-0.03,-0.01,0,17,17
2.201,0.00,0.05,0.02,0,17,17
2.225,0.00,0.02,0.01,0,17,17
2.249,0.00,-0.04,-0.01,0,17,17
2.273,0.00,0.04,0.01,0,17,17
2.297,0.00,0.00,-0.00,0,17,17
2.321,0.00,-0.04,-0.01,0,17,17
2.345,0.00,-0.04,-0.01,0,17,17
2.369,0.00,-0.01,-0.00,0,17,17
2.393,0.00,-0.01,-0.00,0,17,17
2.417,0.00,0.04,0.01,0,17,17
2.441,0.00,-0.04,-0.01,0,17,17
2.465,0.00,-0.00,-0.00,0,17,17
2.489,0.00,-0.01,-0.01,0,18,17
2.513,0.00,-0.01,-0.00,0,17,17
2.537,0.00,-0.01,-0.00,0,17,17
2.561,0.00,-0.05,-0.01,0,18,17
2.585,0.00,-0.00,0.00,0,17,17
2.609,0.00,-0.01,-0.00,0,18,17
2.633,0.00,-0.02,-0.01,0,17,17
2.657,0.00,-0.02,-0.01,0,17,17
2.681,0.00,-0.02,-0.00,0,17,17
2.705,0.00,-0.05,-0.01,0,17,17
2.729,0.00,-0.04,-0.01,0,17,17
2.753,0.00,0.00,0.00,0,17,17
2.777,0.00,0.05,0.02,0,17,17
2.801,0.00,0.00,0.00,0,17,17
2.825,0.00,0.00,0.00,0,17,17
2.849,0.00,0.00,0.00,0,18,17
2.873,0.00,0.00,0.00,0,17,17
2.897,0.00,-0.00,-0.00,0,17,17
2.921,0.00,-0.00,-0.00,0,18,17
2.945,0.00,-0.01,-0.00,0,18,17
2.969,0.00,0.08,0.02,0,17,17
2.993,0.00,0.00,0.00,0,17,17
3.017,0.00,0.00,0.00,0,17,17
3.041,0.00,0.00,0.00,0,18,17
3.065,0.00,0.01,0.00,0,17,17
3.089,0.00,-0.03,-0.01,0,17,17
3.113,0.00,-0.04,-0.01,0,17,17
3.137,0.00,-0.00,-0.00,0,17,17
3.161,0.00,-0.00,-0.00,0,17,17
3.185,0.00,-0.00,-0.00,0,17,17
3.209,0.00,0.03,0.01,0,17,17
3.233,0.00,-0.01,-0.00,0,17,17
3.317,0.00,0.04,0.01,0,17,17
3.341,0.00,0.03,0.00,0,17,17
3.365,0.00,0.02,-0.00,0,17,17
3.389,0.00,0.05,0.01,0,17,17
3.413,0.00,0.01,-0.00,0,17,17
3.437,0.00,0.01,-0.00,0,18,17
3.461,0.00,0.00,-0.01,0,17,17
3.485,0.00,0.00,-0.00,0,17,17
3.509,0.00,0.05,0.01,0,17,17
3.533,0.00,0.00,-0.00,0,18,17
3.557,0.00,0.01,0.00,0,17,17
3.581,0.00,0.01,0.00,0,17,17
3.605,0.00,-0.00,-0.00,0,17,17
3.629,0.00,-0.00,-0.00,0,17,17
3.653,0.00,0.05,0.01,0,17,17
3.677,0.00,0.01,0.00,0,17,17
3.701,0.00,0.00,-0.00,0,17,17
3.725,0.00,-0.04,-0.01,0,17,17
3.749,0.00,0.00,-0.00,0,17,17
3.773,0.00,0.00,-0.00,0,17,17
3.797,0.00,0.01,0.00,0,17,17
3.821,0.00,-0.04,-0.01,0,17,17
3.845,0.00,-0.00,-0.00,0,17,17
3.869,0.00,0.00,0.00,0,17,17
3.893,0.00,0.00,0.00,0,17,17
3.917,0.00,0.04,0.01,0,17,17
3.941,0.00,0.00,0.00,0,17,17
3.965,0.00,-0.04,-0.01,0,17,17
3.989,0.00,0.05,0.02,0,17,17
4.013,0.00,0.01,0.00,0,17,17
4.037,0.00,0.01,0.00,0,17,17
4.061,0.00,0.00,0.00,0,17,17
4.085,0.00,0.00,0.00,0,18,17
4.109,0.00,-0.01,-0.01,0,17,17
4.133,0.00,-0.05,-0.02,0,17,17
4.157,0.00,-0.01,-0.01,0,17,17
4.181,0.00,-0.00,0.00,0,17,17
4.205,0.00,-0.00,0.00,0,17,17
4.229,0.00,-0.00,0.00,0,17,17
4.253,0.00,-0.00,0.00,0,17,17
4.277,0.00,0.04,0.01,0,17,17
4.301,0.00,-0.00,-0.00,0,17,17
4.325,0.00,-0.00,-0.00,0,18,17
4.349,0.00,0.00,0.00,0,17,17
4.373,0.00,0.04,0.01,0,17,17
4.397,0.00,0.00,0.00,0,17,17
4.421,0.00,0.00,0.00,0,18,17
4.445,0.00,0.04,0.01,0,17,17
4.469,0.00,0.00,-0.00,0,17,17
4.493,0.00,0.05,0.02,0,17,17
4.517,0.00,0.01,0.00,0,17,17
4.541,0.00,-0.00,-0.00,0,17,17
4.565,0.00,0.01,0.00,0,17,17
4.589,0.00,0.00,0.00,0,17,17
4.613,0.00,-0.04,-0.01,0,17,17
4.637,0.00,0.00,0.00,0,17,17
4.661,0.00,-0.03,-0.01,0,17,17
4.685,0.00,0.01,0.00,0,17,17
4.709,0.00,0.05,0.02,0,17,17
4.733,0.00,-0.04,-0.01,0,17,17
4.757,0.00,-0.04,-0.01,0,17,17
4.781,0.00,0.04,0.01,0,18,17
4.805,0.00,-0.01,-0.01,0,17,17
4.829,0.00,-0.01,-0.00,0,18,17
4.853,0.00,-0.01,-0.01,0,17,17
4.877,0.00,-0.02,-0.01,0,17,17
4.901,0.00,-0.01,-0.00,0,17,17
4.925,0.00,-0.01,-0.00,0,18,17
4.949,0.00,0.03,0.01,0,18,17
4.973,0.00,-0.01,-0.00,0,17,17
4.997,0.00,-0.00,0.00,0,17,17
5.021,0.00,-0.01,-0.00,0,18,17
5.045,0.00,-0.04,-0.01,0,18,17
5.069,0.00,0.00,0.00,0,17,17
5.093,0.00,-0.03,-0.01,0,17,17
5.117,0.00,-0.03,-0.01,0,17,17
5.141,0.00,-0.04,-0.01,0,17,17
5.165,0.00,0.00,0.00,0,17,17
5.189,0.00,0.00,0.00,0,17,17
5.213,0.00,0.00,0.00,0,18,17
5.237,0.00,0.01,0.00,0,18,17
5.261,0.00,0.01,0.00,0,17,17
5.285,0.00,0.01,0.00,0,17,17
5.309,0.00,0.00,0.00,0,17,17
5.333,0.00,-0.04,-0.01,0,17,17
5.357,0.00,0.04,0.01,0,17,17
5.381,0.00,0.01,0.01,0,17,17
5.405,0.00,0.02,0.01,0,17,17
5.429,0.00,-0.03,-0.01,0,17,17
5.453,0.00,-0.04,-0.01,0,17,17
5.477,0.00,0.00,-0.00,0,17,17
5.501,0.00,0.00,-0.00,0,17,17
5.525,0.00,-0.05,-0.02,0,17,17
5.549,0.00,0.04,0.01,0,17,17
5.573,0.00,0.04,0.01,0,17,17
5.597,0.00,-0.00,-0.00,0,18,17
5.621,0.00,-0.00,-0.00,0,17,17
5.645,0.00,-0.00,-0.00,0,17,17
5.669,0.00,0.04,0.01,0,17,17
5.693,0.00,-0.05,-0.02,0,17,17
5.717,0.00,0.03,0.01,0,17,17
5.741,0.00,-0.01,-0.00,0,17,17
5.765,0.00,-0.00,-0.00,0,17,17
5.789,0.00,-0.01,-0.00,0,17,17
5.813,0.00,-0.01,-0.01,0,17,17
5.837,0.00,-0.04,-0.01,0,17,17
5.861,0.00,-0.00,0.00,0,17,17
5.885,0.00,-0.00,0.00,0,17,17
5.909,0.00,-0.00,0.00,0,17,17
5.933,0.00,0.04,0.01,0,17,17
5.957,0.00,-0.05,-0.02,0,17,17
5.981,0.00,0.03,0.01,0,17,17
6.005,0.00,-0.01,-0.00,0,18,17
6.029,0.00,-0.00,-0.00,0,17,17
6.053,0.00,0.00,0.00,0,17,17
6.077,0.00,0.00,0.00,0,17,17
6.101,0.00,-0.04,-0.01,0,17,17
6.125,0.00,0.00,0.00,0,17,17
6.149,0.00,-0.04,-0.01,0,17,17
6.173,0.00,0.00,0.00,0,17,17
6.197,0.00,-0.05,-0.01,0,17,17
6.279,0.00,-0.01,0.00,0,17,17
6.303,0.00,0.02,0.01,0,17,17
6.327,0.00,-0.02,-0.00,0,18,17
6.351,0.00,-0.01,0.00,0,18,17
6.375,0.00,-0.01,0.00,0,18,17
6.399,0.00,0.00,0.01,0,18,17
6.423,0.00,0.00,0.00,0,17,17
6.447,0.00,-0.01,-0.00,0,17,17
6.471,0.00,-0.00,0.00,0,17,17
6.495,0.00,-0.01,-0.00,0,17,17
6.519,0.00,-0.01,-0.00,0,17,17
6.543,0.00,-0.05,-0.01,0,17,17
6.567,0.00,0.00,0.00,0,17,17
6.591,0.00,0.00,0.00,0,17,17
6.615,0.00,0.01,0.01,0,17,17
6.639,0.00,0.02,0.01,0,17,17
6.663,0.00,-0.08,-0.02,0,17,17
6.687,0.00,0.01,0.01,0,17,17
6.711,0.00,0.05,0.02,0,17,17
6.735,0.00,0.01,0.00,0,17,17
6.759,0.00,0.01,0.00,0,17,17
6.783,0.00,0.05,0.01,0,17,17
6.807,0.00,0.00,-0.00,0,18,17
6.831,0.00,0.00,-0.00,0,17,17
6.855,0.00,0.04,0.01,0,17,17
6.879,0.00,0.01,0.00,0,17,17
6.903,0.00,0.01,0.00,0,17,17
6.927,0.00,0.05,0.01,0,17,17
6.951,0.00,-0.04,-0.01,0,17,17
6.975,0.00,-0.04,-0.01,0,17,17
6.999,0.00,0.00,0.00,0,17,17
7.023,0.00,0.00,0.00,0,17,17
7.047,0.00,0.01,0.01,0,17,17
7.071,0.00,0.06,0.02,0,17,17
7.095,0.00,0.01,0.00,0,17,17
7.119,0.00,0.01,0.00,0,18,17
7.143,0.00,0.01,0.00,0,18,17
7.167,0.00,0.01,0.00,0,17,17
7.191,0.00,0.01,0.00,0,17,17
7.215,0.00,0.02,0.01,0,17,17
7.239,0.00,-0.02,-0.00,0,17,17
7.263,0.00,0.06,0.02,0,18,17
7.287,0.00,0.01,0.00,0,17,17
7.311,0.00,0.02,0.00,0,17,17
7.335,0.00,0.05,0.01,0,17,17
7.359,0.00,0.01,0.00,0,17,17
7.383,0.00,-0.00,-0.00,0,17,17
7.407,0.00,-0.00,-0.00,0,17,17
7.431,0.00,0.01,0.00,0,17,17
7.455,0.00,-0.03,-0.01,0,17,17
7.479,0.00,0.01,0.00,0,17,17
7.503,0.00,0.01,0.00,0,17,17
7.527,0.00,0.01,0.00,0,17,17
7.551,0.00,-0.00,-0.00,0,17,17
7.575,0.00,-0.00,-0.00,0,18,17
7.599,0.00,-0.04,-0.01,0,17,17
7.623,0.00,-0.00,-0.00,0,17,17
7.647,0.00,-0.00,-0.00,0,17,17
7.671,0.00,0.01,0.00,0,17,17
7.695,0.00,-0.00,-0.00,0,17,17
7.719,0.00,0.01,0.00,0,17,17
7.743,0.00,0.01,0.00,0,17,17
7.767,0.00,0.01,0.00,0,17,17
7.791,0.00,0.00,0.00,0,17,17
7.815,0.00,0.00,0.00,0,17,17
7.839,0.00,0.00,0.00,0,17,17
7.863,0.00,0.00,-0.00,0,17,17
7.887,0.00,-0.01,-0.00,0,17,17
7.911,0.00,-0.03,-0.01,0,18,17
7.935,0.00,-0.04,-0.01,0,17,17
7.959,0.00,0.01,0.00,0,17,17
7.983,0.00,-0.04,-0.01,0,17,17
8.007,0.00,0.04,0.01,0,17,17
8.031,0.00,0.01,0.00,0,17,17
8.055,0.00,0.05,0.02,0,17,17
8.079,0.00,-0.03,-0.01,0,17,17
8.103,0.00,0.02,0.01,0,17,17
8.127,0.00,0.01,0.00,0,17,17
8.151,0.00,-0.01,-0.01,0,18,17
8.175,0.00,-0.01,-0.01,0,17,17
8.199,0.00,-0.01,-0.01,0,17,17
8.223,0.00,-0.01,-0.00,0,17,17
8.247,0.00,-0.01,-0.01,0,17,17
8.271,0.00,0.03,0.01,0,17,17
8.295,0.00,-0.01,-0.00,0,17,17
8.319,0.00,0.04,0.01,0,17,17
8.343,0.00,-0.05,-0.01,0,17,17
8.367,0.00,-0.00,-0.00,0,18,17
8.391,0.00,0.04,0.01,0,17,17
8.415,0.00,-0.00,-0.00,0,17,17
8.439,0.00,-0.04,-0.01,0,17,17
8.463,0.00,0.05,0.02,0,17,17
8.487,0.00,-0.04,-0.01,0,17,17
8.511,0.00,-0.00,0.00,0,17,17
8.535,0.00,-0.00,0.00,0,17,17
8.559,0.00,0.04,0.01,0,17,17
8.583,0.00,-0.01,-0.00,0,17,17
8.607,0.00,-0.01,-0.00,0,17,17
8.631,0.00,0.00,0.00,0,17,17
8.655,0.00,0.00,0.00,0,17,17
8.679,0.00,0.00,0.00,0,17,17
8.703,0.00,0.00,0.00,0,17,17
8.727,0.00,-0.03,-0.01,0,17,17
8.751,0.00,0.01,0.00,0,17,17
8.775,0.00,0.01,0.01,0,17,17
8.799,0.00,-0.02,-0.00,0,17,17
8.823,0.00,0.01,0.00,0,17,17
8.847,0.00,-0.02,-0.00,0,17,17
8.871,0.00,-0.03,-0.01,0,17,17
8.895,0.00,-0.02,-0.00,0,17,17
8.919,0.00,0.06,0.02,0,17,17
8.943,0.00,0.01,0.00,0,17,17
8.967,0.00,0.04,0.01,0,18,17
8.991,0.00,0.00,-0.00,0,17,17
9.015,0.00,0.05,0.02,0,17,17
9.039,0.00,-0.03,-0.01,0,17,17
9.063,0.00,0.01,0.00,0,17,17
9.087,0.00,-0.01,-0.01,0,17,17
9.111,0.00,-0.01,-0.00,0,18,17
9.135,0.00,0.03,0.00,0,17,17
9.159,0.00,-0.02,-0.01,0,17,17
9.231,0.00,0.00,-0.01,0,17,17
9.255,0.00,-0.01,-0.01,0,17,17
9.279,0.00,-0.01,-0.01,0,17,17
9.303,0.00,0.00,0.00,0,17,17
9.327,0.00,0.00,0.00,0,17,17
9.351,0.00,0.03,0.01,0,17,17
9.375,0.00,0.03,0.01,0,17,17
9.399,0.00,-0.05,-0.01,0,17,17
9.423,0.00,-0.00,-0.00,0,17,17
9.447,0.00,-0.00,-0.00,0,17,17
9.471,0.00,0.00,0.00,0,17,17
9.495,0.00,0.04,0.01,0,17,17
9.519,0.00,0.03,0.01,0,17,17
9.543,0.00,0.02,-0.00,0,17,17
9.567,0.00,0.02,-0.00,0,17,17
9.591,0.00,0.01,-0.00,0,17,17
9.615,0.00,0.06,0.02,0,17,17
9.639,0.00,0.02,0.00,0,17,17
9.663,0.00,-0.01,-0.00,0,17,17
9.687,0.00,-0.02,-0.01,0,17,17
9.711,0.00,-0.01,-0.00,0,17,17
9.735,0.00,-0.01,-0.00,0,17,17
9.759,0.00,0.03,0.01,0,17,17
9.783,0.00,0.01,-0.00,0,17,17
9.807,0.00,0.04,0.01,0,17,17
9.831,0.00,0.00,-0.00,0,17,17
9.855,0.00,0.00,-0.00,0,17,17
9.879,0.00,0.01,0.00,0,17,17
9.903,0.00,0.05,0.01,0,17,17
9.927,0.00,-0.03,-0.01,0,18,17
9.951,0.00,-0.03,-0.01,0,17,17
9.975,0.00,0.02,0.01,0,17,17
9.999,0.00,0.02,0.00,0,17,17
10.023,0.00,0.01,0.00,0,17,17
10.047,0.00,0.09,0.02,0,17,17
10.071,0.00,0.01,0.00,0,17,17
10.095,0.00,-0.00,-0.00,0,17,17
10.119,0.00,-0.04,-0.01,0,17,17
10.143,0.00,0.05,0.01,0,17,17
10.167,0.00,0.05,0.01,0,17,17
10.191,0.00,0.05,0.02,0,17,17
10.215,0.00,0.02,0.01,0,17,17
10.239,0.00,0.02,0.01,0,18,17
10.263,0.00,0.02,0.01,0,18,17
10.287,0.00,-0.02,-0.01,0,17,17
10.311,0.00,-0.02,-0.01,0,17,17
10.335,0.00,-0.03,-0.01,0,17,17
10.359,5.00,-0.03,-0.01,0,36,17
10.383,5.00,4.51,1.23,0,26,17
10.407,5.00,18.31,4.33,0,26,17
10.431,5.00,33.03,6.78,0,19,17
10.455,5.00,55.90,9.42,0,17,17
10.479,5.00,64.03,8.76,0,17,17
10.503,5.00,67.72,6.24,0,21,17
10.527,5.00,71.24,5.40,0,21,17
10.551,5.00,76.31,5.18,0,20,17
10.575,5.00,84.84,5.21,0,19,17
10.599,5.00,87.71,4.46,0,18,17
10.623,5.00,89.30,3.16,0,18,17
10.647,5.00,89.99,2.48,0,18,17
10.671,5.00,89.66,1.70,0,22,17
10.695,5.00,89.27,1.06,0,20,17
10.719,5.00,90.61,1.13,0,18,17
10.743,5.00,93.12,1.27,0,19,17
10.767,5.00,94.21,1.20,0,17,17
10.791,5.00,93.75,0.77,0,19,17
10.815,5.00,93.65,0.49,0,21,17
10.839,5.00,92.49,0.09,0,21,17
10.863,5.00,90.78,-0.30,0,21,17
10.887,5.00,92.35,0.22,0,22,17
10.911,5.00,93.56,0.46,0,18,17
10.935,5.00,93.97,0.39,0,17,17
10.959,5.00,94.69,0.51,0,18,17
10.983,5.00,94.27,0.24,0,19,17
11.007,5.00,92.71,-0.20,0,20,17
11.031,5.00,90.93,-0.53,0,23,17
11.055,5.00,92.39,0.06,0,21,17
11.079,5.00,93.98,0.45,0,17,17
11.103,5.00,94.44,0.45,0,17,17
11.127,5.00,94.60,0.39,0,19,17
11.151,5.00,94.25,0.24,0,20,17
11.175,5.00,92.88,-0.13,0,20,17
11.199,5.00,92.14,-0.25,0,21,17
11.223,5.00,94.47,0.49,0,19,17
11.247,5.00,95.47,0.63,0,18,17
11.271,5.00,96.55,0.74,0,18,17
11.295,5.00,96.55,0.52,0,18,17
11.319,5.00,95.88,0.24,0,20,17
11.343,5.00,92.45,-0.62,0,21,17
11.367,5.00,91.03,-0.74,0,22,17
11.391,5.00,91.98,-0.27,0,19,17
11.415,5.00,95.18,0.64,0,18,17
11.439,5.00,95.93,0.68,0,18,17
11.463,5.00,94.55,0.14,0,20,17
11.487,5.00,94.22,0.03,0,21,17
11.511,5.00,93.02,-0.25,0,22,17
11.535,5.00,93.10,-0.08,0,22,17
11.559,5.00,93.99,0.21,0,18,17
11.583,5.00,95.36,0.47,0,18,17
11.607,5.00,95.92,0.49,0,19,17
11.631,5.00,95.77,0.36,0,21,17
11.655,5.00,95.31,0.12,0,18,17
11.679,5.00,93.53,-0.33,0,20,17
11.703,5.00,92.34,-0.37,0,20,17
11.727,5.00,93.41,0.01,0,18,17
11.751,5.00,95.00,0.43,0,18,17
11.775,5.00,96.42,0.66,0,20,17
11.799,5.00,95.66,0.31,0,18,17
11.823,5.00,95.37,0.15,0,18,17
11.847,5.00,94.44,-0.08,0,22,17
11.871,5.00,94.23,-0.08,0,19,17
11.895,5.00,95.39,0.30,0,17,17
11.919,5.00,96.47,0.51,0,17,17
11.943,5.00,96.42,0.33,0,21,17
11.967,5.00,97.21,0.47,0,19,17
11.991,5.00,96.09,0.07,0,18,17
12.015,5.00,92.83,-0.69,0,21,17
12.087,5.00,95.48,0.22,0,17,17
12.111,5.00,97.56,0.66,0,20,17
12.135,5.00,96.09,0.13,0,19,17
12.159,5.00,94.44,-0.29,0,19,17
12.183,5.00,91.60,-0.87,0,20,17
12.207,5.00,91.99,-0.48,0,19,17
12.231,5.00,94.42,0.34,0,17,17
12.255,5.00,95.15,0.44,0,19,17
12.279,5.00,95.47,0.33,0,20,17
12.303,5.00,94.86,0.14,0,19,17
12.327,5.00,94.32,-0.02,0,18,17
12.351,5.00,92.79,-0.32,0,21,17
12.375,5.00,92.36,-0.29,0,19,17
12.399,5.00,94.38,0.31,0,19,17
12.423,5.00,95.70,0.58,0,18,17
12.447,5.00,95.64,0.43,0,18,17
12.471,5.00,95.57,0.27,0,19,17
12.495,5.00,94.43,-0.06,0,18,17
12.519,5.00,92.77,-0.36,0,23,17
12.543,5.00,93.76,0.01,0,19,17
12.567,5.00,95.19,0.40,0,17,17
12.591,5.00,97.10,0.70,0,19,17
12.615,5.00,97.44,0.60,0,18,17
12.639,5.00,96.92,0.31,0,17,17
12.663,5.00,94.71,-0.32,0,20,17
12.687,5.00,92.59,-0.72,0,23,17
12.711,5.00,93.84,-0.05,0,19,17
12.735,5.00,94.88,0.23,0,18,17
12.759,5.00,96.86,0.59,0,19,17
12.783,5.00,96.18,0.30,0,20,17
12.807,5.00,95.14,-0.03,0,18,17
12.831,5.00,94.73,-0.06,0,18,17
12.855,5.00,93.44,-0.34,0,22,17
12.879,5.00,95.08,0.22,0,17,17
12.903,5.00,95.86,0.39,0,17,17
12.927,5.00,95.92,0.32,0,18,17
12.951,5.00,96.81,0.43,0,19,17
12.975,5.00,96.92,0.37,0,17,17
12.999,5.00,92.53,-0.77,0,23,17
13.023,5.00,91.76,-0.69,0,23,17
13.047,5.00,92.26,-0.34,0,18,17
13.071,5.00,93.97,0.20,0,18,17
13.095,5.00,95.37,0.51,0,18,17
13.119,5.00,95.20,0.34,0,19,17
13.143,5.00,94.54,0.10,0,18,17
13.167,5.00,94.11,0.00,0,20,17
13.191,5.00,93.54,-0.08,0,21,17
13.215,5.00,94.30,0.17,0,18,17
13.239,5.00,95.68,0.47,0,17,17
13.263,5.00,96.09,0.47,0,20,17
13.287,5.00,97.02,0.58,0,18,17
13.311,5.00,96.86,0.36,0,17,17
13.335,5.00,94.35,-0.34,0,22,17
13.359,5.00,93.32,-0.37,0,21,17
13.383,5.00,94.07,-0.04,0,18,17
13.407,5.00,94.68,0.13,0,19,17
13.431,5.00,96.12,0.45,0,21,17
13.455,5.00,95.51,0.21,0,19,17
13.479,5.00,95.17,0.05,0,19,17
13.503,5.00,94.53,-0.09,0,21,17
13.527,5.00,93.09,-0.39,0,21,17
13.551,5.00,94.73,0.18,0,19,17
13.575,5.00,95.53,0.36,0,19,17
13.599,5.00,95.71,0.31,0,19,17
13.623,5.00,96.09,0.33,0,17,17
13.647,5.00,96.00,0.27,0,20,17
13.671,5.00,93.48,-0.42,0,22,17
13.695,5.00,93.08,-0.36,0,19,17
13.719,5.00,94.59,0.22,0,20,17
13.743,5.00,95.27,0.34,0,19,17
13.767,5.00,96.04,0.45,0,18,17
13.791,5.00,95.80,0.28,0,18,17
13.815,5.00,94.79,-0.04,0,20,17
13.839,5.00,92.57,-0.47,0,21,17
13.863,5.00,91.76,-0.49,0,21,17
13.887,5.00,92.97,-0.04,0,20,17
13.911,5.00,95.37,0.60,0,18,17
13.935,5.00,95.53,0.49,0,18,17
13.959,5.00,96.59,0.57,0,17,17
13.983,5.00,95.87,0.27,0,19,17
14.007,5.00,93.57,-0.36,0,24,17
14.031,5.00,92.09,-0.45,0,18,17
14.055,5.00,92.99,-0.07,0,21,17
14.079,5.00,95.02,0.45,0,19,17
14.103,5.00,95.66,0.50,0,18,17
14.127,5.00,95.09,0.25,0,19,17
14.151,5.00,94.82,0.10,0,21,17
14.175,5.00,93.41,-0.24,0,22,17
14.199,5.00,92.32,-0.32,0,19,17
14.223,5.00,94.23,0.26,0,20,17
14.247,5.00,95.03,0.43,0,18,17
14.271,5.00,95.73,0.44,0,17,17
14.295,5.00,96.29,0.49,0,18,17
14.319,5.00,95.27,0.12,0,20,17
14.343,5.00,92.49,-0.57,0,21,17
14.367,5.00,91.99,-0.47,0,21,17
14.391,5.00,93.52,0.12,0,22,17
14.415,5.00,95.00,0.45,0,17,17
14.439,5.00,94.82,0.25,0,18,17
14.463,5.00,94.04,0.04,0,19,17
14.487,5.00,93.48,-0.10,0,21,17
14.511,5.00,92.83,-0.16,0,19,17
14.535,5.00,93.00,-0.03,0,19,17
14.559,5.00,94.35,0.34,0,19,17
14.583,5.00,95.10,0.46,0,18,17
14.607,5.00,95.79,0.53,0,17,17
14.631,5.00,96.88,0.62,0,18,17
14.655,5.00,95.62,0.15,0,20,17
14.679,5.00,93.17,-0.45,0,23,17
14.703,5.00,93.71,-0.14,0,23,17
14.727,5.00,94.70,0.17,0,19,17
14.751,5.00,96.37,0.49,0,17,17
14.775,5.00,97.00,0.54,0,18,17
14.799,5.00,96.75,0.34,0,20,17
14.823,5.00,95.81,0.02,0,21,17
14.847,5.00,94.98,-0.15,0,20,17
14.924,5.00,95.31,0.11,0,21,17
14.948,5.00,95.75,0.22,0,20,17
14.972,5.00,95.98,0.22,0,18,17
14.996,5.00,93.82,-0.34,0,20,17
15.020,5.00,91.56,-0.76,0,22,17
15.044,5.00,93.71,0.10,0,19,17
15.068,5.00,95.85,0.65,0,18,17
15.092,5.00,96.94,0.74,0,18,17
15.116,5.00,95.95,0.24,0,18,17
15.140,5.00,94.90,-0.04,0,18,17
15.164,5.00,91.78,-0.76,0,21,17
15.188,5.00,91.61,-0.53,0,22,17
15.212,5.00,91.74,-0.35,0,19,17
15.236,5.00,95.70,0.69,0,20,17
15.260,5.00,96.41,0.71,0,22,17
15.284,5.00,96.25,0.44,0,19,17
